Date,Amount,Location,Store,Fraudulent
2002-02-02,771.44,Hectorchester,"Morton, Dyer and Carpenter",True
1971-11-14,711.37,New Shane,Mcgee-Clark,False
2020-05-09,617.0,Davidfort,Rodriguez PLC,True
1976-12-27,652.62,Racheltown,"Houston, Patterson and Aguilar",False
1995-02-03,18.57,Wheelerfort,"Gray, Ellis and Harmon",True
2015-02-07,538.44,New Laurenborough,White-Lee,False
2021-09-26,47.26,Martinezchester,Henderson Group,True
1979-11-20,972.7,Emilymouth,"Bonilla, Cruz and Williams",False
1989-02-25,490.96,New Jacquelineside,Flores-Young,True
1978-06-04,448.67,Shorttown,"Taylor, Hicks and Jackson",True
1992-01-10,324.8,Lake Ashley,Ellis-Kelly,True
2019-03-23,789.73,Pinedaside,Sanchez Group,True
2024-06-03,95.44,Hansenton,White-Ortiz,False
2009-11-13,574.69,Jamesmouth,Turner Group,False
1986-06-03,42.9,East Amanda,Tucker Inc,False
1977-03-07,23.3,Thomasside,"Nelson, Smith and Richardson",True
1972-04-13,604.25,East Michaela,Thornton-Snow,False
1977-08-04,232.2,South Robertmouth,Garrett LLC,False
1977-12-09,370.74,Morrisonburgh,"Patterson, Herrera and Douglas",False
1993-10-27,581.33,Russoview,Morrison Ltd,False
2014-09-05,151.29,Port Susan,Frank-Moore,False
1976-01-08,899.09,Candiceburgh,Ferguson-Adams,True
1970-11-24,449.79,Normanberg,Burke-Waters,True
1997-03-17,66.28,New Vanessafort,Jenkins Group,True
1981-06-06,972.68,South Cindyfort,Bass and Sons,False
1979-05-29,955.16,Sierraside,Cobb-Gray,False
2005-10-24,878.6,Rodriguezview,Wagner and Sons,False
2012-12-26,911.45,Robbinsborough,Miller LLC,False
1991-05-29,11.29,Michellechester,"Olson, Short and Hester",False
2000-04-24,453.23,West Rebecca,Howard LLC,False
2023-06-29,591.27,East Georgeville,"Jones, Miller and Paul",True
1983-09-14,871.04,South Tonya,Hill Inc,True
2003-01-22,98.11,Calhounfort,Bonilla Inc,True
2009-02-01,690.98,Sandratown,"Jarvis, Turner and Mcfarland",False
2012-09-16,473.17,Brendaport,Stewart-Brock,True
2011-04-20,21.6,Port Stephanie,Mills-King,False
1991-09-07,771.42,Port Elizabethfort,Munoz Group,True
1978-06-04,256.1,South Linda,Valdez LLC,True
1972-05-16,393.42,Lake Manuel,Faulkner PLC,False
2006-12-18,16.71,East Kimberly,"Lee, Love and Roach",False
2008-03-24,253.51,Wolfefurt,Howard Group,True
1971-05-15,920.61,Port Saraland,Allen PLC,True
1975-02-19,144.47,Coxmouth,Wade-Watkins,True
2016-05-01,205.82,Gomezport,"Park, Everett and Mcmillan",False
1977-05-11,507.56,Raymondfort,Montgomery-Woods,False
2018-12-03,632.73,Skinnerview,Bell-Walker,False
2010-02-01,382.12,West Bryanhaven,Walters-Hernandez,True
1986-06-21,696.4,West Donaldland,"Bray, Bush and Bishop",False
1989-04-17,31.71,Port Marie,Roberts-Fry,False
2007-12-05,612.63,Blackburnmouth,"Perez, Collins and Moore",False
1980-01-03,181.61,New Andrew,Reynolds Inc,False
2009-05-28,974.31,Scottburgh,Wagner-Williams,False
1998-06-10,536.54,Port Edward,"Kelly, Moody and Blankenship",False
2013-12-11,341.31,North Kiara,Brown-Garcia,False
1997-06-30,136.32,South Douglas,"Bean, Orr and Collins",True
1976-08-05,19.99,Wilsontown,"Carr, Liu and Little",False
1990-07-06,911.3,Lake Wendy,"Avila, Harris and Davidson",False
2014-04-04,747.1,New Anthonymouth,Carson Ltd,True
1978-06-04,274.66,Mcfarlandshire,Rodriguez Inc,False
1998-05-21,910.31,Markchester,"Le, Harris and Austin",True
2021-11-14,780.53,East Susantown,"Howard, Garrett and Griffith",False
2020-02-05,541.23,Shelbybury,Chen-Ryan,True
2012-12-23,562.26,Gravesstad,"Daniel, Weber and Sims",True
2006-02-01,138.19,Rileymouth,Beltran-Jimenez,True
2020-09-13,554.87,Lake Victorhaven,"Smith, Garcia and Richard",False
2010-04-26,829.25,Jamesland,Gomez PLC,True
1988-06-10,603.64,West Frankchester,Bryan-Curry,True
1973-05-08,797.89,Victorville,Fields-Johnson,True
1986-05-06,359.29,East Charlesport,"Wells, Reynolds and Walter",True
1989-06-13,579.35,New Dennisview,"Salinas, Cunningham and Mason",False
1987-09-27,34.28,Andrewtown,"Malone, Beard and Dennis",True
1988-02-19,744.16,Jamesmouth,"Conrad, Gardner and Miller",True
2003-08-24,915.99,Donaldstad,Martinez and Sons,False
2003-11-19,884.49,Henryborough,Moody-Parks,False
2012-06-05,933.73,South Laurenmouth,Woods PLC,False
1974-04-18,124.72,Seanfurt,Johnson-Johnson,False
1995-08-14,183.34,North Jessicaton,"Woods, Walsh and Sanders",True
2024-11-25,332.74,Allenstad,"Andersen, Warner and Rogers",True
1994-06-10,952.77,Wandamouth,Lopez PLC,True
1973-07-16,397.99,Natashabury,Salas-Kemp,True
2001-04-19,582.55,South Megantown,Brooks Inc,True
1999-03-07,533.98,Jasonshire,Hernandez-Frazier,True
1995-08-06,624.07,North Michelemouth,Griffith Group,False
2024-12-22,347.95,Lake Aaron,Nash PLC,False
1982-05-19,976.44,East Rachel,Cook-Long,True
1971-04-04,948.87,West Joshualand,"Rich, Parks and Hernandez",False
1992-05-12,550.61,Adamsfort,Wilson Group,True
1999-10-07,636.18,North Robert,"Maldonado, Walton and Maxwell",False
1982-05-24,106.49,Ricetown,Harris Group,False
1984-05-21,746.77,South Barbara,"Barry, Rivera and Castro",True
1981-01-05,918.04,West James,Davis Inc,False
2025-01-29,399.85,Port Randy,"Marks, Madden and Wheeler",False
2008-06-19,557.94,Port Alvinfurt,Cross-Cook,True
1997-09-30,182.71,Frankland,"Garcia, Wolfe and Conway",False
2011-08-11,25.97,Brownside,"Anderson, Taylor and Rodriguez",False
2001-08-23,266.99,East Chad,"Bridges, Burke and Wood",False
1980-07-09,38.69,New Oliviafort,Brown-Anderson,True
1987-11-16,314.94,South Robert,"Cohen, Jones and Butler",False
1990-12-22,689.18,Foxport,Smith-Cohen,True
2019-02-11,847.73,West Christian,Anderson-Holmes,True
1981-03-07,925.4,Lake Denise,Jones-Wells,False
2010-10-20,318.76,Rebeccatown,Hahn LLC,False
2001-08-06,142.73,South Andrewfort,Chavez-Peterson,True
2012-01-06,622.35,North Christopherside,Mejia and Sons,False
1975-12-18,872.1,South Samuel,Massey Inc,True
1988-12-18,922.06,South Marissashire,Erickson-Chan,False
2023-06-29,433.76,West Keithview,"Kelley, Brown and Mitchell",True
2003-09-07,832.28,New Nancy,Brown-Frye,True
2009-05-18,534.37,East Scottton,Gonzalez-Jensen,True
1990-11-20,447.48,Ramirezside,"Gentry, Wolf and Moore",False
1983-09-24,11.13,Port Sydneyhaven,"Garcia, Jackson and Byrd",True
1998-08-20,738.21,Port James,Larsen and Sons,True
1999-02-08,651.72,Berryberg,Reynolds and Sons,False
1994-07-19,714.43,South Caleb,Chambers and Sons,False
1998-01-02,903.83,Kennethfort,"Weaver, Davis and Delacruz",False
2018-08-15,435.49,Michaelshire,Herrera Group,False
1982-04-26,714.82,West Allisontown,"Weber, Barrera and Castro",True
1980-03-11,431.19,South Meganmouth,"Jarvis, Clark and Pope",False
1976-02-12,916.96,Port James,Robinson Group,False
1991-02-10,520.42,Nicholashaven,Martinez-Mcneil,True
2024-12-15,658.27,West John,Rocha Group,True
1980-05-28,892.51,Arthurbury,George Inc,False
1987-01-04,95.42,New Allen,Kim-Adams,False
2000-04-30,376.73,Wrightland,Cantrell Inc,True
1973-12-10,94.51,Lake Jonathan,Ramirez-West,True
2001-06-17,397.15,Port Garrettport,Smith LLC,True
2020-05-29,998.6,Lonnieport,Williams-Cooke,False
2011-09-26,250.16,Tammyland,"Huang, Reid and Serrano",False
2018-02-03,721.32,South Elizabeth,Mejia Group,True
1998-09-14,543.7,Ryanview,"Santana, Lawson and Gonzales",True
1971-12-17,819.16,Cynthiashire,"Perry, Wilson and Durham",False
1978-10-21,234.36,Isaiahstad,Thomas-Shields,False
2021-08-05,5.42,Yorkfort,Johnson-Edwards,False
2003-05-26,422.03,New Kristy,Wiley PLC,False
1988-07-22,130.14,East Elizabethburgh,Long-Gardner,True
2024-06-06,731.56,Jonesfort,"Miller, Rasmussen and Ryan",True
1970-02-09,386.5,South Briannamouth,Harrison Inc,True
2014-11-21,237.79,West Jeremy,Fletcher-Hall,True
1972-10-26,427.71,Douglasland,Cruz-Stout,True
2009-01-20,120.38,Markton,"House, Hudson and Eaton",False
2003-01-10,877.69,East Scott,Young-Reed,True
1996-03-03,326.27,North Thomasbury,Rogers LLC,False
2024-05-23,126.79,Mirandamouth,"Smith, Mitchell and Mccarty",False
1992-09-25,686.53,West Deborah,White PLC,False
1993-05-06,204.67,Francoburgh,"Melendez, Walker and Lyons",True
2017-12-25,504.26,South Nicole,Flores Group,False
2024-02-01,730.0,Careyview,Perry PLC,True
1980-03-22,382.59,West Harold,Church and Sons,True
1983-04-25,929.37,South Nancyfurt,"Ibarra, Fischer and Coffey",True
1972-04-10,333.0,Port Ryan,"Wilson, Johnson and Davidson",True
2006-01-22,375.14,Joelstad,Knox LLC,True
2023-04-07,171.16,Lake Erinbury,Abbott-Christian,False
2023-01-13,690.34,Port Sarah,"Rodriguez, Ali and Yoder",True
2016-12-13,45.57,Port Sydneyfurt,Perez Group,False
2003-08-31,494.53,South Daletown,Bray Ltd,True
1999-11-23,282.84,Danielsfurt,Watson Ltd,True
2006-10-14,320.02,New David,Simpson-Nelson,True
1981-09-01,470.04,Port Samuel,Franco Group,False
2014-03-26,943.49,Port Johnburgh,"Murray, Dixon and Luna",False
2003-02-04,956.9,Williamhaven,Mullen-George,False
2009-02-19,713.69,Traceymouth,Schmidt-Scott,False
1974-08-02,403.81,East Tonyburgh,Nunez Ltd,True
1975-05-30,490.59,Richardfort,"Adams, Humphrey and Chavez",True
2014-09-16,688.51,West Williamstad,"King, Sullivan and Brown",True
2020-02-06,397.52,East Alexander,"Gardner, Lawson and Bradford",True
2013-09-10,806.75,East Nicholas,"Higgins, Taylor and Gibson",False
1987-06-08,605.85,Robinsonville,Mendoza PLC,False
1970-02-26,689.93,South Scott,Schroeder and Sons,False
1983-10-05,209.27,Patrickfort,Dickerson-Rivers,False
1973-04-22,989.75,South Michellemouth,"Jackson, Cruz and Alexander",False
1986-08-25,114.2,Tinafurt,Copeland PLC,False
1988-11-09,888.48,Millermouth,"Lee, Booth and Lewis",True
1979-11-24,207.68,West Michaelfurt,Velasquez Group,True
2011-04-27,461.09,Lake Sandra,Garrison and Sons,True
2010-12-18,563.4,South Heatherton,"Johnson, Osborne and Warner",True
1995-12-14,930.57,Kleinhaven,"Gill, Morgan and Hogan",False
2009-05-27,82.49,Harrisburgh,"Burton, Ashley and Robinson",True
1990-05-21,945.86,West Pamela,Hill-Smith,False
2017-04-26,559.86,Lopezfort,Nguyen and Sons,False
2014-08-02,357.37,Smithview,Harper Inc,True
1984-11-12,562.09,New Heather,Salazar PLC,False
1997-08-24,364.25,Smithtown,Barker and Sons,True
2018-11-11,181.06,Wileyton,"Davenport, Miller and Moses",False
2007-09-29,169.03,Samuelfurt,"Davis, Velez and Smith",False
1991-09-30,329.08,Port Jennifer,Patel-Lyons,True
1978-12-11,784.53,Port Robertville,Joseph-Kent,False
2021-11-26,206.79,East Russell,Boyer-White,True
1982-05-24,63.35,Davidmouth,"Duke, Smith and Franklin",False
1993-01-09,83.85,Lake Nathanielchester,"Parks, Larson and Johnson",False
2000-07-22,511.95,Jonesland,"Weaver, Burnett and Yang",True
2002-07-27,488.63,Monicafort,"Garcia, Patton and Wilson",False
1998-09-29,257.92,Jonathanstad,Mclaughlin-Parker,False
2008-12-16,946.42,East Josephfurt,Brown-Wilson,True
2024-11-15,391.98,North Casey,Brewer-Harmon,True
2005-09-18,764.76,South Emily,"Thomas, Rogers and Jenkins",False
2002-08-23,104.2,East Lori,Bennett Ltd,False
2005-09-16,709.56,South Stevenstad,"Johnson, Chambers and Martin",True
1996-06-01,725.08,Hannahtown,"Walters, Swanson and Franco",False
1974-09-27,838.97,Port Michaelfort,Harris Ltd,True
1987-08-04,199.11,Port Kristen,Johnson-Davis,True
1977-08-15,61.24,Kimfurt,Ponce Ltd,True
1984-12-12,695.99,New Erin,Harding Group,True
2017-01-15,699.24,Martinstad,Parker Group,False
1973-12-02,853.42,South Joyceberg,Huynh-Walton,False
1990-05-11,41.48,South Billyton,Davis-Jackson,True
1980-05-07,603.11,Lake Anneberg,Hill-Jones,True
1977-03-04,729.29,Port Bethanymouth,Morton-Perry,False
2005-06-19,574.1,Raymondmouth,Dawson LLC,False
1971-06-13,874.89,East Rebecca,Clark Group,False
2021-03-31,673.07,North Justin,Buchanan LLC,True
1988-12-27,664.19,West Stacey,"Williams, Gomez and Cox",False
1975-11-28,885.26,Royberg,Davis-Porter,False
2008-07-10,701.01,Bonniemouth,"Walter, Sparks and Haas",False
1988-08-23,320.14,Walkerland,Horton PLC,False
2024-05-22,1.94,South Benjamin,"Zhang, Griffin and Mcneil",True
1982-05-07,781.88,Whiteville,"Simmons, Johnson and Jones",False
2019-07-01,225.1,Johnfort,"Owens, Riggs and Medina",True
1984-10-12,679.65,East Craig,Oliver-Dickson,True
2004-10-05,778.58,West Angelachester,"Bates, Ferguson and Ibarra",False
1983-04-25,56.55,Wangmouth,Love-Williams,False
1981-05-01,233.96,South Megan,Scott LLC,False
2018-08-23,318.07,East Jonathonfurt,Garcia-Fowler,True
2021-01-19,858.21,East Roy,"Hubbard, Cook and Casey",False
2003-09-06,146.44,North Karenberg,Fowler-Hayes,True
1975-06-01,303.65,Amandaside,"Wilson, Jackson and Johnson",True
1971-03-13,712.74,Meganborough,Ballard Group,True
1976-10-14,731.84,Stonefurt,"Holder, Roberts and Preston",True
1984-07-14,59.13,Claytonbury,Durham Group,False
2009-03-06,148.21,Weeksborough,Jones-Shields,False
1997-08-24,340.4,West Steven,Jackson LLC,False
1999-07-12,834.89,Stevenshire,"Morse, Mcfarland and Berry",False
2023-05-07,780.62,Jerryhaven,Phillips Ltd,True
2005-09-06,242.93,Williamsberg,Larsen PLC,True
2002-02-11,76.11,North Sara,Williams-Walker,True
2001-09-27,685.75,North Josephburgh,Simmons-Lambert,True
1990-05-15,664.86,Mccormickberg,Decker LLC,True
2006-11-12,285.72,Lake Christianberg,Gomez-Mann,False
2019-07-27,149.95,West Erin,"Williams, Hammond and Clark",True
1984-06-09,430.88,Seanchester,Lara-Brady,False
1985-05-07,454.39,Brandonborough,"Brown, Zimmerman and Burch",True
2009-09-25,568.19,Lake Connor,Pineda-Schmidt,True
1978-12-17,383.84,Nguyenburgh,Hale Ltd,False
2012-02-27,966.19,West Jennifershire,Melton Group,True
2018-03-18,812.13,South Katrinaberg,"Lopez, Buckley and Wall",True
2023-01-03,472.73,Port John,"Taylor, Martin and Ochoa",True
1998-12-27,538.31,North Johnton,"Jones, Santiago and Cameron",False
1975-01-08,225.13,East Katieland,"Hahn, Fields and Campbell",False
1984-09-09,636.03,Port Philip,Fisher Ltd,False
1992-05-02,609.42,Heatherstad,Turner and Sons,False
1982-12-10,200.49,Campbellton,"Campbell, Smith and Buchanan",True
2006-03-11,525.34,North Sarah,Waters-Thornton,False
1993-11-04,85.32,East Michaelview,Brown Ltd,True
1977-06-30,943.34,Howardfurt,Taylor LLC,True
1998-12-07,341.11,Danielfort,Anderson-Hughes,True
1970-11-01,207.88,Martinezstad,Smith Ltd,True
1984-08-10,739.25,Anthonychester,Robertson-Glover,True
1996-06-12,982.48,Jeremyview,"Bell, Davis and Taylor",True
2024-12-14,820.61,Peggyport,Fernandez Group,True
2011-08-22,283.83,Lake Kevin,Ward-Miller,False
1979-05-03,746.69,Derekport,Mcclure Inc,True
2002-06-28,842.1,West Kimberlyville,"Aguilar, Clarke and Pacheco",True
2013-04-22,111.17,Richardmouth,Jackson-Gardner,False
2008-05-20,905.44,Amandatown,White PLC,False
1989-08-24,849.93,South Reneehaven,Franco and Sons,True
2005-03-21,763.76,Lake Kim,Martinez PLC,True
1970-05-16,434.18,Charlesport,Gomez-Williams,True
1992-05-31,865.88,South John,Ellison-Bowen,False
1984-12-22,300.91,Chadport,Sanchez-Russell,True
2022-05-12,277.22,West Zacharychester,"Robertson, Garcia and Douglas",False
2017-12-25,167.17,West Christine,Coleman-Jackson,False
2023-02-08,369.39,Williamfort,Williams PLC,False
2001-12-29,399.15,Port Michaelburgh,Francis Inc,True
2002-12-22,969.59,Cookside,"Herring, Stone and Estrada",False
1975-12-04,779.55,Leachview,Chavez-Morris,False
1982-01-22,359.35,Mccoyview,Daniels-Gray,True
1981-10-22,361.84,Matthewshire,Gordon Ltd,False
1980-12-23,876.29,New Patriciaside,"Anderson, Wilson and Calderon",False
1989-05-31,788.97,North Sarahburgh,Thomas-Brennan,False
2020-01-09,437.03,East Lori,"Contreras, James and Carr",False
2007-05-16,390.74,Lake Erik,Stevens-Grant,True
2021-11-17,984.5,New Tina,Cunningham PLC,False
2016-05-02,549.57,West Sarah,"Mckay, Huang and Clark",True
2007-06-23,658.61,Matthewschester,Weber-Smith,False
1994-10-01,362.76,Lake Jenniferstad,Michael-Gutierrez,True
2005-10-23,84.25,Sosafort,Hinton LLC,True
2004-05-19,538.06,Smithbury,Warren Group,True
2009-02-06,38.33,Staceyberg,Lopez Inc,False
1975-05-15,197.79,East Whitney,Foster-Robbins,False
1996-03-06,794.68,East Christopher,Farrell PLC,True
1994-06-29,632.83,North Jeff,"Pennington, Schultz and Cabrera",True
1971-07-02,995.4,Eddiehaven,"Gilbert, Shaw and Conner",True
1989-03-03,704.72,East Coryfort,"Price, Bowman and Russell",False
1970-12-04,777.79,Ruizburgh,"Mitchell, Booth and Black",False
2008-11-14,187.44,Floydburgh,Watkins-Wallace,False
1981-09-30,994.33,North Philiptown,Mora-Padilla,False
2021-04-16,812.2,Hoganfurt,Hernandez-Smith,False
1998-11-21,694.15,West Nathanielview,Aguirre Ltd,False
1979-02-15,296.92,South Christinamouth,Hensley LLC,True
2015-04-14,460.51,Carrollberg,Miller LLC,False
1994-12-16,533.75,Michaelaville,"Sanchez, Erickson and Miller",True
2002-03-14,107.37,West Tinachester,"Norman, Campbell and Lopez",False
1996-07-14,849.29,Ramseybury,"Hawkins, Taylor and Collins",True
2010-07-14,46.32,Wilkinschester,"Smith, Green and Brown",True
1973-04-09,574.96,Donnaberg,"Quinn, Sexton and Cameron",True
1995-09-26,396.84,South Lindsey,Mccann LLC,True
1973-11-23,151.98,Elizabethshire,Parsons-Fernandez,True
2004-01-30,618.9,Marcusport,Alvarez-Haynes,False
1988-10-29,6.86,New Susan,Castillo Group,True
2025-03-20,213.78,Morganport,Brown-Garner,True
2007-03-28,44.47,West Colinland,Wise-Foster,True
1998-10-18,508.28,North Lisa,Kemp Group,False
2004-02-22,551.74,Lake Richardville,"Galvan, Sanchez and Brooks",True
2014-10-20,106.24,Youngchester,Kaiser and Sons,False
2012-03-17,10.28,Greenbury,"Vazquez, Trevino and Grant",False
1975-01-13,290.25,Christopherstad,"Le, Sanchez and Benson",True
1996-07-26,954.74,Lloydshire,Smith Inc,False
2011-10-15,968.52,Fischertown,Johnson Inc,True
2015-04-23,243.23,East Patricia,Miller-Roberts,False
1973-11-09,923.02,Greenview,"Brown, Sullivan and Wu",True
1997-11-19,890.2,Juliemouth,"Coleman, Sanders and Trujillo",False
1984-11-04,439.81,Hunterland,Horton-Bennett,False
1978-03-20,646.5,West Jaredberg,Hall Ltd,True
1997-07-17,287.87,Port Roberthaven,"Butler, Allen and Munoz",True
1996-05-27,891.63,Port Ericfurt,"Hopkins, Butler and Murphy",False
1983-12-21,251.9,East Heathershire,Lynch LLC,True
1975-10-08,796.29,Lake Lisaberg,"Grant, Terry and Jones",False
1993-02-07,120.48,North Amandaview,Miranda Inc,False
2002-07-12,246.84,Lake Angelica,"Walters, Burke and Lawrence",True
2023-11-01,983.31,Stephaniebury,Davenport-Abbott,False
2002-08-17,344.76,Lake Jose,Reilly-Meyers,True
2023-09-29,655.44,Floresberg,"Simmons, Martinez and Peck",False
2022-04-16,823.73,Ortegafurt,"Patterson, Wood and Diaz",False
1982-07-23,915.17,Craigport,Doyle-Villa,False
1972-11-22,92.06,Katelynville,Mccormick-Frederick,False
1995-10-22,442.56,North Dawnfort,Wolf-Martin,False
1982-11-14,362.84,North Keith,Anderson Ltd,False
1976-11-24,105.1,Bestville,Garcia-Wyatt,False
1973-08-13,52.96,West Christina,Hernandez LLC,True
2004-01-20,993.22,North Joseph,Curtis-Mcpherson,True
2012-09-21,685.54,West Jennifer,Gates Group,False
2009-07-02,416.57,Port Arianaside,Lopez-Baker,True
1992-06-12,992.84,Morganton,"Flynn, Fox and Brock",True
1996-07-08,436.65,Sandraview,Porter-Webster,False
1997-04-18,710.09,Sheilabury,West Inc,False
1975-10-26,787.96,Berryland,"Brown, Anderson and Watson",True
2006-11-05,366.8,Port Ashley,Moore-Ramirez,False
2008-09-25,293.88,South Curtishaven,Mendez LLC,True
2011-05-04,376.19,Perezside,Schneider Ltd,False
1987-04-10,573.95,Johnsonbury,"Mcdonald, Stewart and Sloan",False
1983-12-14,115.34,New Sue,"Bowman, Smith and Cook",False
1996-07-07,603.66,North Timothychester,Hurley-Franklin,True
1980-04-25,369.91,South Michaelhaven,Hess Ltd,False
2000-01-12,390.55,West Cynthia,"Rogers, Peterson and Evans",False
1990-07-04,660.72,Moorefort,Ramos-Gardner,True
2018-10-18,449.87,Stephensmouth,Long-Higgins,True
2018-04-11,387.32,Jenkinsberg,Nguyen-Williams,False
2008-12-08,923.32,Sharonland,"Taylor, Brown and Butler",True
2019-06-17,81.76,Garciaborough,Evans Group,False
1998-10-22,561.26,South Danielleview,"Ramsey, Bell and Nelson",False
1977-05-29,168.86,Youngtown,Macias-Ruiz,True
1988-10-28,216.68,Douglasview,Russell-Andrews,True
2008-11-17,31.83,Lake Lee,"Wells, Wyatt and Haley",False
1977-12-14,663.18,New Davidborough,"Rodriguez, Anderson and Perez",False
1996-12-02,641.29,New Mario,"Pittman, Choi and Smith",False
1982-11-29,893.77,Susanhaven,York-Herrera,False
1975-01-22,377.07,Lake Alexanderberg,Mcclain-Watson,False
1986-01-21,209.56,Richardchester,"Garrett, Richardson and Nichols",True
2008-05-16,503.45,New Adrianfort,"Wood, Morrison and Bates",True
2018-10-28,506.87,East Victoria,Rodriguez LLC,False
1986-09-13,259.63,Daltonmouth,Williams PLC,True
1988-09-12,905.5,New Matthew,"Greene, Watson and Davis",False
